ex_date,lab_date,std,std_conc_NH4,std_conc_NO3,plot,treatment,depth,tube_ID,lab_replicate,ammonium_id,nitrate_id,position,cancel_nitrate,cancel_ammonium,notes
9/2/2020,4/7/2021,,,,e,5,50,B,,NH4_20210407B,NO3_20210407B,33,,,
9/2/2020,4/7/2021,,,,e,6,10,B,,NH4_20210407B,NO3_20210407B,34,,,
9/2/2020,4/7/2021,,,,e,6,20,B,,NH4_20210407B,NO3_20210407B,35,,,
9/2/2020,4/7/2021,,,,e,6,30,B,,NH4_20210407B,NO3_20210407B,36,,,
9/2/2020,4/7/2021,,,,e,6,40,B,,NH4_20210407B,NO3_20210407B,37,,,
9/2/2020,4/7/2021,,,,e,6,50,B,,NH4_20210407B,NO3_20210407B,38,,,
9/2/2020,4/7/2021,,,,e,7,10,B,,NH4_20210407B,NO3_20210407B,39,,,
9/2/2020,4/7/2021,,,,e,7,20,B,,NH4_20210407B,NO3_20210407B,40,,,
9/2/2020,4/7/2021,,,,e,7,30,B,,NH4_20210407B,NO3_20210407B,41,,,
9/2/2020,4/7/2021,,,,e,7,40,B,,NH4_20210407B,NO3_20210407B,42,,,
9/2/2020,4/7/2021,,,,e,7,50,B,,NH4_20210407B,NO3_20210407B,43,,,
9/2/2020,4/7/2021,,,,e,8,10,B,,NH4_20210407B,NO3_20210407B,44,,,
9/2/2020,4/7/2021,,,,e,8,20,B,,NH4_20210407B,NO3_20210407B,45,,,
9/2/2020,4/7/2021,,,,e,8,30,B,,NH4_20210407B,NO3_20210407B,46,,,
9/2/2020,4/7/2021,,,,e,8,40,B,,NH4_20210407B,NO3_20210407B,47,,,
9/2/2020,4/7/2021,,,,e,8,50,B,,NH4_20210407B,NO3_20210407B,48,,,
9/2/2020,4/7/2021,,,,,,,BLANK K2SO4,,NH4_20210407B,NO3_20210407B,49,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,57,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,58,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,59,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,60,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,61,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,62,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,63,,,
,4/7/2021,1,0,0,,,,reagent_blank,,NH4_20210407B,NO3_20210407B,64,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
